City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
519,inirida,3.87,-67.92,78.93,91,42,2.98,CO,1606686880
520,kirakira,-10.45,161.92,83.01,72,100,7.58,SB,1606686880
521,palanga,55.92,21.07,32.0,84,98,1.12,LT,1606686880
522,yolombo,6.6,-75.01,68.0,68,40,2.24,CO,1606686880
523,solnechnyy,50.72,136.63,7.88,93,100,1.21,RU,1606686880
524,frontignan,43.45,3.75,44.6,80,0,5.82,FR,1606686881
525,tibati,6.47,12.63,71.87,33,39,3.91,CM,1606686881
526,tutoia,-2.76,-42.27,80.42,79,41,10.78,BR,1606686881
527,wajima,37.4,136.9,48.56,82,63,6.2,JP,1606686881
528,bonavista,48.65,-53.11,37.99,100,100,9.17,CA,1606686677
529,saint-denis,48.92,2.33,37.0,77,90,4.7,FR,1606686784
530,svetlogorsk,52.63,29.73,30.33,97,86,7.4,BY,1606686881
531,boali,4.8,18.13,76.03,44,51,1.68,CF,1606686882
532,korsakov,46.63,142.78,14.0,92,40,2.24,RU,1606686882
533,hearst,49.68,-83.67,19.4,85,100,6.93,CA,1606686882
534,adre,13.47,22.2,67.8,23,0,13.94,TD,1606686882
